,object_number,rights,attribution
19006,2382,CC0 1.0,
19007,2383,CC0 1.0,
19008,2384,CC0 1.0,
19009,2385,CC0 1.0,
19010,2386,CC0 1.0,
19011,2387,CC0 1.0,
19012,2388,CC0 1.0,
19013,2389,CC0 1.0,
19014,2390,CC0 1.0,
19015,2391,CC0 1.0,
19016,2392,CC0 1.0,
19017,2393,CC0 1.0,
19018,2394,CC0 1.0,
19019,2395,CC0 1.0,
19020,2396,CC0 1.0,
19021,2397,CC0 1.0,
19022,2398,CC0 1.0,
19023,2399,CC0 1.0,
19024,2400,CC0 1.0,
19025,2401,CC0 1.0,
19026,2402,CC0 1.0,
19027,2403,CC0 1.0,
19028,2404,CC0 1.0,
19029,2405,CC0 1.0,
19030,2406,CC0 1.0,
19031,2407,CC0 1.0,
19032,2408,CC0 1.0,
19033,2409,CC0 1.0,
19034,2410,CC0 1.0,
19035,2411,CC0 1.0,
19036,2412,CC0 1.0,
19037,2413,CC0 1.0,
19038,2414,CC0 1.0,
19039,2415,CC0 1.0,
19040,2416,CC0 1.0,
19041,2417,CC0 1.0,
19042,2418,CC0 1.0,
19043,2419,CC0 1.0,
19044,2420,CC0 1.0,
19045,2421,CC0 1.0,
19046,2422,CC0 1.0,
19047,2423,CC0 1.0,
19048,2424,CC0 1.0,
19049,2425,CC0 1.0,
19050,2426,CC0 1.0,
19051,2427,CC0 1.0,
19052,2428,CC0 1.0,
19053,2429,CC0 1.0,
19054,2430,CC0 1.0,
19055,2431,CC0 1.0,
19056,2432,CC0 1.0,
19057,2433,CC0 1.0,
19058,2434,CC0 1.0,
19059,2435,CC0 1.0,
19060,2436,CC0 1.0,
19061,2437,CC0 1.0,
19062,2438,CC0 1.0,
19063,2439,CC0 1.0,
19064,2440,CC0 1.0,
19065,2441_00-19,CC BY-NC-ND 4.0,Annabel
19066,2441_01-19,CC BY-NC-ND 4.0,Annabel
19067,2441_02-19,CC BY-NC-ND 4.0,Annabel
19068,2441_03-19,CC BY-NC-ND 4.0,Annabel
19069,2441_04-19,CC BY-NC-ND 4.0,Annabel
19070,2441_05-19,CC BY-NC-ND 4.0,Annabel
19071,2441_06-19,CC BY-NC-ND 4.0,Annabel
19072,2441_07-19,CC BY-NC-ND 4.0,Annabel
19073,2441_08-19,CC BY-NC-ND 4.0,Annabel
19074,2441_09-19,CC BY-NC-ND 4.0,Annabel
19075,2441_10-19,CC BY-NC-ND 4.0,Annabel
19076,2441_11-19,CC BY-NC-ND 4.0,Annabel
19077,2441_12-19,CC BY-NC-ND 4.0,Annabel
19078,2441_13-19,CC BY-NC-ND 4.0,Annabel
19079,2441_14-19,CC BY-NC-ND 4.0,Annabel
19080,2441_15-19,CC BY-NC-ND 4.0,Annabel
19081,2441_16-19,CC BY-NC-ND 4.0,Annabel
19082,2441_17-19,CC BY-NC-ND 4.0,Annabel
19083,2441_18-19,CC BY-NC-ND 4.0,Annabel
19084,2441_19-19,CC BY-NC-ND 4.0,Annabel
19085,2442,CC0 1.0,
19086,2443,CC0 1.0,
19087,2444,CC0 1.0,
19088,2445,CC0 1.0,
19089,2446,CC0 1.0,
19090,2447,CC0 1.0,
19091,2448,CC0 1.0,
19092,2449,CC0 1.0,
19093,2450,CC0 1.0,
19094,2451,CC0 1.0,
19095,2452,CC0 1.0,
19096,2453,CC0 1.0,
19097,2454,CC0 1.0,
19098,2455,CC0 1.0,
19099,2456,CC0 1.0,
19100,2457,CC0 1.0,
19101,2458,CC0 1.0,
19102,2459,CC0 1.0,
19103,2460,CC0 1.0,
19104,2461,CC0 1.0,
19105,2462,CC0 1.0,
19106,2463,CC0 1.0,
19107,2464,CC0 1.0,
19108,2465,CC0 1.0,
19109,2466,CC0 1.0,
19110,2467,CC0 1.0,
19111,2468,CC0 1.0,
19112,2469,CC0 1.0,
19113,2470,CC0 1.0,
19114,2471_0-6,CC0 1.0,
19115,2471_1-6,CC0 1.0,
19116,2471_2-6,CC0 1.0,
19117,2471_3-6,CC0 1.0,
19118,2471_4-6,CC0 1.0,
19119,2471_5-6,CC0 1.0,
19120,2471_6-6,CC0 1.0,
19121,2472,CC0 1.0,
19122,2473,CC0 1.0,
19123,2474,CC0 1.0,
19124,2475,CC0 1.0,
19125,2476,CC0 1.0,
19126,2477,CC0 1.0,
19127,2478,Copyright Status Not Evaluated,
19128,2479,Copyright Status Not Evaluated,
19129,2480,CC0 1.0,
19130,2481,CC0 1.0,
19131,2482,CC0 1.0,
19132,2483,CC0 1.0,
19133,2484,CC0 1.0,
19134,2485,CC0 1.0,
19135,2486,CC0 1.0,
19136,2487,CC0 1.0,
19137,2488,CC0 1.0,
19138,2489,CC0 1.0,
19139,2490,CC0 1.0,
19140,2491,Copyright Status Not Evaluated,
19141,2492,CC0 1.0,
19142,2493,CC0 1.0,
19143,2494,CC0 1.0,
19144,2495,CC0 1.0,
19145,2496,CC0 1.0,
19146,2497,CC0 1.0,
19147,2498,CC0 1.0,
19148,2499,Copyright Status Not Evaluated,
19149,2500,CC0 1.0,
19150,2501,CC0 1.0,
19151,2502,CC0 1.0,
19152,2503,CC0 1.0,
19153,2504,Copyright Status Not Evaluated,
19154,2505_00-13,Copyright Status Not Evaluated,
19155,2505_01-13,Copyright Status Not Evaluated,
19156,2505_02-13,Copyright Status Not Evaluated,
19157,2505_03-13,Copyright Status Not Evaluated,
19158,2505_04-13,Copyright Status Not Evaluated,
19159,2505_05-13,Copyright Status Not Evaluated,
19160,2505_06-13,Copyright Status Not Evaluated,
19161,2505_07-13,Copyright Status Not Evaluated,
19162,2505_08-13,Copyright Status Not Evaluated,
19163,2505_09-13,Copyright Status Not Evaluated,
19164,2505_10-13,Copyright Status Not Evaluated,
19165,2505_11-13,Copyright Status Not Evaluated,
19166,2505_12-13,Copyright Status Not Evaluated,
19167,2505_13-13,Copyright Status Not Evaluated,
19168,2506,CC0 1.0,
19169,2507_00-13,Copyright Status Not Evaluated,
19170,2507_01-13,Copyright Status Not Evaluated,
19171,2507_02-13,Copyright Status Not Evaluated,
19172,2507_03-13,Copyright Status Not Evaluated,
19173,2507_04-13,Copyright Status Not Evaluated,
19174,2507_05-13,Copyright Status Not Evaluated,
19175,2507_06-13,Copyright Status Not Evaluated,
19176,2507_07-13,Copyright Status Not Evaluated,
19177,2507_08-13,Copyright Status Not Evaluated,
19178,2507_09-13,Copyright Status Not Evaluated,
19179,2507_10-13,Copyright Status Not Evaluated,
19180,2507_11-13,Copyright Status Not Evaluated,
19181,2507_12-13,Copyright Status Not Evaluated,
19182,2507_13-13,Copyright Status Not Evaluated,
19183,2508_00-13,Copyright Status Not Evaluated,
19184,2508_01-13,CC0 1.0,
19185,2508_02-13,Copyright Status Not Evaluated,
19186,2508_03-13,Copyright Status Not Evaluated,
19187,2508_04-13,Copyright Status Not Evaluated,
19188,2508_05-13,Copyright Status Not Evaluated,
19189,2508_06-13,Copyright Status Not Evaluated,
19190,2508_07-13,Copyright Status Not Evaluated,
19191,2508_08-13,Copyright Status Not Evaluated,
19192,2508_09-13,Copyright Status Not Evaluated,
19193,2508_10-13,Copyright Status Not Evaluated,
19194,2508_11-13,Copyright Status Not Evaluated,
19195,2508_12-13,Copyright Status Not Evaluated,
19196,2508_13-13,Copyright Status Not Evaluated,
19197,2509,CC0 1.0,
19198,2510,CC0 1.0,
19199,2511,Copyright Status Not Evaluated,
19200,2512,CC0 1.0,
19201,2513_0-3,CC0 1.0,
19202,2513_1-3,CC0 1.0,
19203,2513_2-3,CC0 1.0,
19204,2513_3-3,CC0 1.0,
19205,2514_0-7,Copyright Status Not Evaluated,
19206,2514_1-7,Copyright Status Not Evaluated,
19207,2514_2-7,Copyright Status Not Evaluated,
19208,2514_3-7,Copyright Status Not Evaluated,
19209,2514_4-7,Copyright Status Not Evaluated,
19210,2514_5-7,Copyright Status Not Evaluated,
19211,2514_6-7,Copyright Status Not Evaluated,
19212,2514_7-7,Copyright Status Not Evaluated,
19213,2515,In Copyright,Francine Wezenbeek
19214,2516,In Copyright,Francine Wezenbeek
19215,2517,In Copyright,Francine Wezenbeek
19216,2518,In Copyright,Francine Wezenbeek
19217,2519,In Copyright,Francine Wezenbeek
19218,2520,CC0 1.0,
19219,2521,CC BY-NC-ND 4.0,Editions R. Kaszer
19220,2522,CC BY-NC-ND 4.0,Pierre Marie Damien
19221,2523,CC BY-NC-ND 4.0,Pierre Marie Damien
19222,2524,CC BY-NC-ND 4.0,Pierre Marie Damien
19223,2525,CC BY-NC-ND 4.0,Pierre Marie Damien
19224,2526,CC BY-NC-ND 4.0,Pierre Marie Damien
19225,2527,CC BY-NC-ND 4.0,Pierre Marie Damien
19226,2528,CC0 1.0,
19227,2529,In Copyright - unknown rightsholder,
19228,2530,In Copyright - unknown rightsholder,
19229,2531,In Copyright - unknown rightsholder,
19230,2532,In Copyright - unknown rightsholder,
19231,2533,In Copyright,Barbara Brown; Heal's Fabrics
19232,2534,In Copyright - unknown rightsholder,
19233,2535,In Copyright - unknown rightsholder,
19234,2536,In Copyright - unknown rightsholder,
19235,2537,Copyright Status Not Evaluated,
19236,2538,Copyright Status Not Evaluated,
19237,2539,Copyright Status Not Evaluated,
19238,2540_0-7,CC BY-NC-ND 4.0,Octave Landuyt
19239,2540_1-7,CC BY-NC-ND 4.0,Octave Landuyt
19240,2540_2-7,CC BY-NC-ND 4.0,Octave Landuyt
19241,2540_3-7,CC BY-NC-ND 4.0,Octave Landuyt
19242,2540_4-7,CC BY-NC-ND 4.0,Octave Landuyt
19243,2540_5-7,CC BY-NC-ND 4.0,Octave Landuyt
19244,2540_6-7,CC BY-NC-ND 4.0,Octave Landuyt
19245,2540_7-7,CC BY-NC-ND 4.0,Octave Landuyt
19246,2541,Copyright Status Not Evaluated,
19247,2542,Copyright Status Not Evaluated,
19248,2543,Copyright Status Not Evaluated,
19249,2544,Copyright Status Not Evaluated,
19250,2545,Copyright Status Not Evaluated,
19251,2546,Copyright Status Not Evaluated,
19252,2547,Copyright Status Not Evaluated,
19253,2548,Copyright Status Not Evaluated,
19254,2549,Copyright Status Not Evaluated,
19255,2550,Copyright Status Not Evaluated,
19256,2551,Copyright Status Not Evaluated,
19257,2552,Copyright Status Not Evaluated,
19258,2553,Copyright Status Not Evaluated,
19259,2554,Copyright Status Not Evaluated,
19260,2555,Copyright Status Not Evaluated,
19261,2556,Copyright Status Not Evaluated,
19262,2557,Copyright Status Not Evaluated,
19263,2558,Copyright Status Not Evaluated,
19264,2559,Copyright Status Not Evaluated,
19265,2560,Copyright Status Not Evaluated,
19266,2561,Copyright Status Not Evaluated,
19267,2562,Copyright Status Not Evaluated,
19268,2563,Copyright Status Not Evaluated,
19269,2564,Copyright Status Not Evaluated,
19270,2565,Copyright Status Not Evaluated,
19271,2566,Copyright Status Not Evaluated,
19272,2567,Copyright Status Not Evaluated,
19273,2568,CC0 1.0,
19274,2569,CC0 1.0,
19275,2570,CC0 1.0,
19276,2571,CC0 1.0,
19277,2572,Copyright Status Not Evaluated,
19278,2573,Copyright Status Not Evaluated,
19279,2574,Copyright Status Not Evaluated,
19280,2575,Copyright Status Not Evaluated,
19281,2576,Copyright Status Not Evaluated,
19282,2577,Copyright Status Not Evaluated,
19283,2578,Copyright Status Not Evaluated,
19284,2579,CC0 1.0,
19285,2580,CC0 1.0,
19286,2581,CC0 1.0,
19287,2582,CC0 1.0,
19288,2583,CC0 1.0,
19289,2584,CC0 1.0,
19290,2585,CC0 1.0,
19291,2586,CC0 1.0,
19292,2587,CC0 1.0,
19293,2588,CC0 1.0,
19294,2589,CC0 1.0,
19295,2590,CC0 1.0,
19296,2591,CC0 1.0,
19297,2592,CC0 1.0,
19298,2593,CC0 1.0,
19299,2594,CC0 1.0,
19300,2595,CC0 1.0,
19301,2596_0-2,CC0 1.0,
19302,2596_1-2,CC0 1.0,
19303,2596_2-2,CC0 1.0,
19304,2597,CC0 1.0,
19305,2598,CC0 1.0,
19306,2599,CC0 1.0,
19307,2600,CC0 1.0,
19308,2601,CC0 1.0,
19309,2602,CC0 1.0,
19310,2603,CC0 1.0,
19311,2604,CC0 1.0,
19312,2605,CC0 1.0,
19313,2606,CC0 1.0,
19314,2607,CC0 1.0,
19315,2608,CC0 1.0,
19316,2609,CC0 1.0,
19317,2610,CC0 1.0,
19318,2611,Copyright Status Not Evaluated,
19319,2612,CC0 1.0,
19320,2613,Copyright Status Not Evaluated,
19321,2614,Copyright Status Not Evaluated,
19322,2615_0-2,CC0 1.0,
19323,2615_1-2,CC0 1.0,
19324,2615_2-2,CC0 1.0,
19325,2616,CC0 1.0,
19326,2617,Copyright Status Not Evaluated,
19327,2618,CC0 1.0,
19328,2619,CC0 1.0,
19329,2620,CC0 1.0,
19330,2621,CC0 1.0,
19331,2622,CC0 1.0,
19332,2623,Copyright Status Not Evaluated,
19333,2624,Copyright Status Not Evaluated,
19334,2625,In Copyright,Jack Lenor Larsen
19335,2626,CC BY-NC-ND 4.0,Nathalie Du Pasquier
19336,2627,Copyright Status Not Evaluated,
19337,2628_0-7,Copyright Status Not Evaluated,
19338,2628_1-7,Copyright Status Not Evaluated,
19339,2628_2-7,Copyright Status Not Evaluated,
19340,2628_3-7,Copyright Status Not Evaluated,
19341,2628_4-7,Copyright Status Not Evaluated,
19342,2628_5-7,Copyright Status Not Evaluated,
19343,2628_6-7,Copyright Status Not Evaluated,
19344,2628_7-7,Copyright Status Not Evaluated,
19345,2629,CC0 1.0,
19346,2630,CC0 1.0,
19347,2631,CC0 1.0,
19348,2632,CC0 1.0,
19349,2633,CC0 1.0,
19350,2634,CC0 1.0,
19351,2635,CC0 1.0,
19352,2636,CC0 1.0,
19353,2637,In Copyright,Jeannine Coppens
19354,2638,Copyright Status Not Evaluated,
19355,2639,Copyright Status Not Evaluated,
19356,2640,CC0 1.0,
19357,2641,CC0 1.0,
19358,2642,CC0 1.0,
19359,2643,CC0 1.0,
19360,2644,Copyright Status Not Evaluated,
19361,2644_0-2,CC0 1.0,
19362,2644_1-2,CC0 1.0,
19363,2644_2-2,CC0 1.0,
19364,2645,CC0 1.0,
19365,2646,CC0 1.0,
19366,2647,CC0 1.0,
19367,2648,Copyright Status Not Evaluated,
19368,2649,Copyright Status Not Evaluated,
19369,2650,Copyright Status Not Evaluated,
19370,2651,Copyright Status Not Evaluated,
19371,2652,Copyright Status Not Evaluated,
19372,2653,Copyright Status Not Evaluated,
19373,2654,Copyright Status Not Evaluated,
19374,2655,Copyright Status Not Evaluated,
19375,2656,CC0 1.0,
19376,2657,CC0 1.0,
19377,2658,CC0 1.0,
19378,2659,CC0 1.0,
19379,2660,CC0 1.0,
19380,2661,CC0 1.0,
19381,2662,CC0 1.0,
19382,2663,CC0 1.0,
19383,2664,CC0 1.0,
19384,2665,CC0 1.0,
19385,2666,CC0 1.0,
19386,2667,CC0 1.0,
19387,2668,CC0 1.0,
19388,2669,CC0 1.0,
19389,2670,CC0 1.0,
19390,2671,CC0 1.0,
19391,2672,CC0 1.0,
19392,2673,CC0 1.0,
19393,2674,CC0 1.0,
19394,2675,CC0 1.0,
19395,2676,CC0 1.0,
19396,2677,CC0 1.0,
19397,2678,Copyright Status Not Evaluated,
19398,2679,Copyright Status Not Evaluated,
19399,2680,Copyright Status Not Evaluated,
19400,2681,Copyright Status Not Evaluated,
19401,2682,CC0 1.0,
19402,2683,Copyright Status Not Evaluated,
19403,2684,Copyright Status Not Evaluated,
19404,2685,CC0 1.0,
19405,2686,Copyright Status Not Evaluated,
19406,2687,CC0 1.0,
19407,2689_0-6,CC0 1.0,
19408,2689_1-6,CC0 1.0,
19409,2689_2-6,CC0 1.0,
19410,2689_3-6,CC0 1.0,
19411,2689_4-6,CC0 1.0,
19412,2689_5-6,CC0 1.0,
19413,2689_6-6,CC0 1.0,
19414,2690,CC0 1.0,
19415,2691,CC0 1.0,
19416,2692,CC0 1.0,
19417,2693,CC0 1.0,
19418,2694_00-40,Copyright Status Not Evaluated,
19419,2694_01-40,Copyright Status Not Evaluated,
19420,2694_02-40,Copyright Status Not Evaluated,
19421,2694_03-40,Copyright Status Not Evaluated,
19422,2694_04-40,Copyright Status Not Evaluated,
19423,2694_05-40,Copyright Status Not Evaluated,
19424,2694_06-40,Copyright Status Not Evaluated,
19425,2694_07-40,Copyright Status Not Evaluated,
19426,2694_08-40,Copyright Status Not Evaluated,
19427,2694_09-40,Copyright Status Not Evaluated,
19428,2694_10-40,Copyright Status Not Evaluated,
19429,2694_11-40,Copyright Status Not Evaluated,
19430,2694_12-40,Copyright Status Not Evaluated,
19431,2694_13-40,Copyright Status Not Evaluated,
19432,2694_14-40,Copyright Status Not Evaluated,
19433,2694_15-40,Copyright Status Not Evaluated,
19434,2694_16-40,Copyright Status Not Evaluated,
19435,2694_17-40,Copyright Status Not Evaluated,
19436,2694_18-40,Copyright Status Not Evaluated,
19437,2694_19-40,Copyright Status Not Evaluated,
19438,2694_20-40,Copyright Status Not Evaluated,
19439,2694_21-40,Copyright Status Not Evaluated,
19440,2694_22-40,Copyright Status Not Evaluated,
19441,2694_23-40,Copyright Status Not Evaluated,
19442,2694_24-40,Copyright Status Not Evaluated,
19443,2694_25-40,Copyright Status Not Evaluated,
19444,2694_26-40,Copyright Status Not Evaluated,
19445,2694_27-40,Copyright Status Not Evaluated,
19446,2694_28-40,Copyright Status Not Evaluated,
19447,2694_29-40,Copyright Status Not Evaluated,
19448,2694_30-40,Copyright Status Not Evaluated,
19449,2694_31-40,Copyright Status Not Evaluated,
19450,2694_32-40,Copyright Status Not Evaluated,
19451,2694_33-40,Copyright Status Not Evaluated,
19452,2694_34-40,Copyright Status Not Evaluated,
19453,2694_35-40,Copyright Status Not Evaluated,
19454,2694_36-40,Copyright Status Not Evaluated,
19455,2694_37-40,Copyright Status Not Evaluated,
19456,2694_38-40,Copyright Status Not Evaluated,
19457,2694_39-40,Copyright Status Not Evaluated,
19458,2694_40-40,Copyright Status Not Evaluated,
19459,2696,Copyright Status Not Evaluated,
19460,2697,Copyright Status Not Evaluated,
19461,2698,Copyright Status Not Evaluated,
19462,2699,Copyright Status Not Evaluated,
19463,2700,CC0 1.0,
19464,2701,CC0 1.0,
19465,2702,CC0 1.0,
19466,2703,CC0 1.0,
19467,2704,CC0 1.0,
19468,2705,CC0 1.0,
19469,2706,CC0 1.0,
19470,2707,CC0 1.0,
19471,2708,CC0 1.0,
19472,2709,Copyright Status Not Evaluated,
19473,2710,CC0 1.0,
19474,2711,CC0 1.0,
19475,2712,CC0 1.0,
19476,2713,CC0 1.0,
19477,2714,Copyright Status Not Evaluated,
19478,2715,CC0 1.0,
19479,2716,Copyright Status Not Evaluated,
19480,2717_0-3,Copyright Status Not Evaluated,
19481,2717_1-3,Copyright Status Not Evaluated,
19482,2717_2-3,Copyright Status Not Evaluated,
19483,2717_3-3,Copyright Status Not Evaluated,
19484,2718,Copyright Status Not Evaluated,
19485,2719,Copyright Status Not Evaluated,
19486,2720,CC0 1.0,
19487,2721,CC0 1.0,
19488,2722,CC0 1.0,
19489,2723,CC0 1.0,
19490,2724,CC0 1.0,
19491,2725,CC0 1.0,
19492,2726,CC0 1.0,
19493,2727,CC0 1.0,
19494,2728,CC0 1.0,
19495,2729,CC0 1.0,
19496,2730,CC0 1.0,
19497,2731,CC0 1.0,
19498,2732,CC0 1.0,
19499,2733,CC0 1.0,
19500,2734,Copyright Status Not Evaluated,
19501,2735,Copyright Status Not Evaluated,
19502,2737,Copyright Status Not Evaluated,
19503,2738,CC0 1.0,
19504,2739,CC0 1.0,
19505,2740,Copyright Status Not Evaluated,
19506,2741,CC0 1.0,
19507,2742,CC0 1.0,
19508,2743,CC0 1.0,
19509,2744_0-2,Copyright Status Not Evaluated,
19510,2744_1-2,Copyright Status Not Evaluated,
19511,2744_2-2,Copyright Status Not Evaluated,
19512,2745,CC0 1.0,
19513,2746,Copyright Status Not Evaluated,
19514,2747,CC0 1.0,
19515,2748,CC0 1.0,
19516,2749,CC0 1.0,
19517,2750,CC0 1.0,
19518,2751,CC0 1.0,
19519,2752,CC0 1.0,
19520,2753,CC0 1.0,
19521,2754,CC0 1.0,
19522,2755,CC0 1.0,
19523,2756,CC0 1.0,
19524,2757,CC0 1.0,
19525,2758,CC0 1.0,
19526,2759,CC0 1.0,
19527,2760,Copyright Status Not Evaluated,
19528,2761,CC0 1.0,
19529,2762,CC0 1.0,
19530,2763,CC0 1.0,
19531,2764,CC0 1.0,
19532,2765,CC0 1.0,
19533,2766_0-2,Copyright Status Not Evaluated,
19534,2766_1-2,Copyright Status Not Evaluated,
19535,2766_2-2,Copyright Status Not Evaluated,
19536,2767,Copyright Status Not Evaluated,
19537,2768,CC0 1.0,
19538,2769,CC0 1.0,
19539,2770,CC0 1.0,
19540,2771,CC0 1.0,
19541,2773,CC0 1.0,
19542,2774,CC0 1.0,
19543,2775,CC0 1.0,
19544,2776,CC0 1.0,
19545,2777,CC0 1.0,
19546,2778,CC0 1.0,
19547,2779,CC0 1.0,
19548,2780,CC0 1.0,
19549,2781,CC0 1.0,
19550,2782,CC0 1.0,
19551,2783,CC0 1.0,
19552,2784,CC0 1.0,
19553,2785,Copyright Status Not Evaluated,
19554,2786_0-2,Copyright Status Not Evaluated,
19555,2786_1-2,Copyright Status Not Evaluated,
19556,2786_2-2,Copyright Status Not Evaluated,
19557,2787,CC0 1.0,
19558,2788,CC0 1.0,
19559,2789,CC0 1.0,
19560,2790,CC0 1.0,
19561,2791,Copyright Status Not Evaluated,
19562,2792,CC0 1.0,
19563,2793,CC0 1.0,
19564,2794,CC0 1.0,
19565,2795,CC0 1.0,
19566,2796,CC0 1.0,
19567,2797,Copyright Status Not Evaluated,
19568,2798,CC0 1.0,
19569,2799,CC0 1.0,
19570,2800,Copyright Status Not Evaluated,
19571,2801,CC0 1.0,
19572,2802,CC0 1.0,
19573,2803,CC0 1.0,
19574,2805,CC0 1.0,
19575,2806,CC0 1.0,
19576,2807,CC0 1.0,
19577,2808,CC0 1.0,
19578,2809,CC0 1.0,
19579,2810,Copyright Status Not Evaluated,
19580,2811,CC0 1.0,
19581,2812,CC0 1.0,
19582,2813,CC0 1.0,
19583,2814,In Copyright - unknown rightsholder,
19584,2815,CC0 1.0,
19585,2816_0-2,Copyright Status Not Evaluated,
19586,2816_1-2,Copyright Status Not Evaluated,
19587,2816_2-2,Copyright Status Not Evaluated,
19588,2817_0-2,Copyright Status Not Evaluated,
19589,2817_1-2,Copyright Status Not Evaluated,
19590,2817_2-2,Copyright Status Not Evaluated,
19591,2818_0-6,Copyright Status Not Evaluated,
19592,2818_1-6,Copyright Status Not Evaluated,
19593,2818_2-6,Copyright Status Not Evaluated,
19594,2818_3-6,Copyright Status Not Evaluated,
19595,2818_4-6,Copyright Status Not Evaluated,
19596,2818_5-6,Copyright Status Not Evaluated,
19597,2818_6-6,Copyright Status Not Evaluated,
19598,2819,Copyright Status Not Evaluated,
19599,2820,Copyright Status Not Evaluated,
19600,2821,Copyright Status Not Evaluated,
19601,2822,Copyright Status Not Evaluated,
19602,2823,Copyright Status Not Evaluated,
19603,2824,Copyright Status Not Evaluated,
19604,2825,CC0 1.0,
19605,2826,CC0 1.0,
19606,2827,CC0 1.0,
19607,2828,CC0 1.0,
19608,2829,CC0 1.0,
19609,2830,CC0 1.0,
19610,2831_0-8,CC0 1.0,
19611,2831_1-8,CC0 1.0,
19612,2831_2-8,CC0 1.0,
19613,2831_3-8,CC0 1.0,
19614,2831_4-8,CC0 1.0,
19615,2831_5-8,CC0 1.0,
19616,2831_6-8,CC0 1.0,
19617,2831_7-8,CC0 1.0,
19618,2831_8-8,CC0 1.0,
19619,2832,CC0 1.0,
19620,2833,CC0 1.0,
19621,2834,CC0 1.0,
19622,2835,CC0 1.0,
19623,2836,CC0 1.0,
19624,2837,CC0 1.0,
19625,2838,CC0 1.0,
19626,2839,CC0 1.0,
19627,2840,CC0 1.0,
19628,2841,CC0 1.0,
19629,2842,CC0 1.0,
19630,2843,CC0 1.0,
19631,2844,CC0 1.0,
19632,2845,CC0 1.0,
19633,2846,CC0 1.0,
19634,2847,CC0 1.0,
19635,2848,In Copyright,Jack Lenor Larsen
19636,2849,CC0 1.0,
19637,2850,Copyright Status Not Evaluated,
19638,2851,Copyright Status Not Evaluated,
19639,2852,Copyright Status Not Evaluated,
19640,2853,Copyright Status Not Evaluated,
19641,2854,CC0 1.0,
19642,2855,Copyright Status Not Evaluated,
19643,2856,Copyright Status Not Evaluated,
19644,2857,Copyright Status Not Evaluated,
19645,2858,Copyright Status Not Evaluated,
19646,2859,Copyright Status Not Evaluated,
19647,2860,Copyright Status Not Evaluated,
19648,2861,Copyright Status Not Evaluated,
19649,2862,CC BY-NC-ND 4.0,Giancarlo Piretti; Anonima Castelli
19650,2863,CC0 1.0,
19651,2864,CC0 1.0,
19652,2865,CC0 1.0,
19653,2866,CC0 1.0,
19654,2867,CC0 1.0,
19655,2868,CC0 1.0,
19656,2869,CC0 1.0,
19657,2870,CC0 1.0,
19658,2871,CC0 1.0,
19659,2872,Copyright Status Not Evaluated,
19660,2873,Copyright Status Not Evaluated,
19661,2874,Copyright Status Not Evaluated,
19662,2875,Copyright Status Not Evaluated,
19663,2876,Copyright Status Not Evaluated,
19664,2877,Copyright Status Not Evaluated,
19665,2878,Copyright Status Not Evaluated,
19666,2879,Copyright Status Not Evaluated,
19667,2880,Copyright Status Not Evaluated,
19668,2881,Copyright Status Not Evaluated,
19669,2882,In Copyright - unknown rightsholder,
19670,2883,CC0 1.0,
19671,2884,Copyright Status Not Evaluated,
19672,2885,Copyright Status Not Evaluated,
19673,2886,Copyright Status Not Evaluated,
19674,2887,Copyright Status Not Evaluated,
19675,2888,Copyright Status Not Evaluated,
19676,2889,Copyright Status Not Evaluated,
19677,2890_0-4,Copyright Status Not Evaluated,
19678,2890_1-4,Copyright Status Not Evaluated,
19679,2890_2-4,Copyright Status Not Evaluated,
19680,2890_3-4,Copyright Status Not Evaluated,
19681,2890_4-4,Copyright Status Not Evaluated,
19682,2891,Copyright Status Not Evaluated,
19683,2892_0-2,Copyright Status Not Evaluated,
19684,2892_1-2,Copyright Status Not Evaluated,
19685,2892_2-2,Copyright Status Not Evaluated,
19686,2893,Copyright Status Not Evaluated,
19687,2894,Copyright Status Not Evaluated,
19688,2895_0-2,Copyright Status Not Evaluated,
19689,2895_1-2,Copyright Status Not Evaluated,
19690,2895_2-2,Copyright Status Not Evaluated,
19691,2896,Copyright Status Not Evaluated,
19692,2897,Copyright Status Not Evaluated,
19693,2898_ROOD,Copyright Status Not Evaluated,
19694,2899,Copyright Status Not Evaluated,
19695,2900,CC0 1.0,
19696,2901,CC0 1.0,
19697,2902,Copyright Status Not Evaluated,
19698,2903,Copyright Status Not Evaluated,
19699,2904,Copyright Status Not Evaluated,
19700,2905,Copyright Status Not Evaluated,
19701,2906_A,Copyright Status Not Evaluated,
19702,2906_B,Copyright Status Not Evaluated,
19703,2907,CC0 1.0,
19704,2908,Copyright Status Not Evaluated,
19705,2909,Copyright Status Not Evaluated,
19706,2910,Copyright Status Not Evaluated,
19707,2911_0-2,Copyright Status Not Evaluated,
19708,2911_1-2,Copyright Status Not Evaluated,
19709,2911_2-2,Copyright Status Not Evaluated,
19710,2912,Copyright Status Not Evaluated,
19711,2913,CC0 1.0,
19712,2914,Copyright Status Not Evaluated,
19713,2915,Copyright Status Not Evaluated,
19714,2916,CC0 1.0,
19715,2917,Copyright Status Not Evaluated,
19716,2918,CC0 1.0,
19717,2919,CC0 1.0,
19718,2920,Copyright Status Not Evaluated,
19719,2921,CC0 1.0,
19720,2922,Copyright Status Not Evaluated,
19721,2923,Copyright Status Not Evaluated,
19722,2924,Copyright Status Not Evaluated,
19723,2925,Copyright Status Not Evaluated,
19724,2926,CC0 1.0,
19725,2927,Copyright Status Not Evaluated,
