,object_number,rights,attribution
825,0799,CC0 1.0,
826,0800,CC0 1.0,
827,0801,CC0 1.0,
828,0803,CC0 1.0,
829,0804_0-2,CC0 1.0,
830,0804_1-2,CC0 1.0,
831,0804_2-2,CC0 1.0,
832,0805_0,CC0 1.0,
833,0805_1,CC0 1.0,
834,0805_2,CC0 1.0,
835,0806,CC0 1.0,
836,0808,Copyright Status Not Evaluated,
837,0809,CC0 1.0,
838,0810,CC0 1.0,
839,0811,CC0 1.0,
840,0812_0-2,CC0 1.0,
841,0812_1-2,CC0 1.0,
842,0812_2-2,CC0 1.0,
843,0813,CC0 1.0,
844,0814,Copyright Status Not Evaluated,
845,0815,CC0 1.0,
846,0816,CC0 1.0,
847,0817,CC0 1.0,
848,0818,CC0 1.0,
849,0819,CC0 1.0,
850,0820_0-7,CC0 1.0,
851,0820_1-7,CC0 1.0,
852,0820_2-7,CC0 1.0,
853,0820_3-7,CC0 1.0,
854,0820_4-7,CC0 1.0,
855,0820_5-7,CC0 1.0,
856,0820_6-7,CC0 1.0,
857,0820_7-7,CC0 1.0,
858,0821,CC0 1.0,
859,0822_00-25,CC0 1.0,
860,0822_01-25_0,CC0 1.0,
861,0822_01-25_a_1,CC0 1.0,
862,0822_01-25_a_2,CC0 1.0,
863,0822_01-25_a_3,CC0 1.0,
864,0822_01-25_b,CC0 1.0,
865,0822_01-25_c_1,CC0 1.0,
866,0822_01-25_c_2,CC0 1.0,
867,0822_01-25_d,CC0 1.0,
868,0822_01-25_e,CC0 1.0,
869,0822_02-25_0,CC0 1.0,
870,0822_02-25_a,CC0 1.0,
871,0822_02-25_b,CC0 1.0,
872,0822_02-25_c,CC0 1.0,
873,0822_02-25_d,CC0 1.0,
874,0822_02-25_e,CC0 1.0,
875,0822_02-25_f,CC0 1.0,
876,0822_03-25,CC0 1.0,
877,0822_04-25_a,CC0 1.0,
878,0822_04-25_b,CC0 1.0,
879,0822_05-25_a,CC0 1.0,
880,0822_05-25_b,CC0 1.0,
881,0822_06-25,CC0 1.0,
882,0822_07-25,CC0 1.0,
883,0822_08-25_a,CC0 1.0,
884,0822_08-25_b,CC0 1.0,
885,0822_09-25,CC0 1.0,
886,0822_10-25,CC0 1.0,
887,0822_11-25,CC0 1.0,
888,0822_12-25,CC0 1.0,
889,0822_13-25,CC0 1.0,
890,0822_14-25,CC0 1.0,
891,0822_15-25,CC0 1.0,
892,0822_16-25,CC0 1.0,
893,0822_17-25,CC0 1.0,
894,0822_18-25_a,CC0 1.0,
895,0822_18-25_b,CC0 1.0,
896,0822_18-25_c,CC0 1.0,
897,0822_18-25_d,CC0 1.0,
898,0822_19-25_a,CC0 1.0,
899,0822_19-25_b,CC0 1.0,
900,0822_20-25_a,CC0 1.0,
901,0822_20-25_b,CC0 1.0,
902,0822_21-25,CC0 1.0,
903,0822_22-25_a,CC0 1.0,
904,0822_22-25_b,CC0 1.0,
905,0822_22-25_c,CC0 1.0,
906,0822_22-25_d,CC0 1.0,
907,0822_22-25_e,CC0 1.0,
908,0822_22-25_f,CC0 1.0,
909,0822_22-25_g,CC0 1.0,
910,0822_22-25_h,CC0 1.0,
911,0822_22-25_i,CC0 1.0,
912,0822_22-25_j,CC0 1.0,
913,0822_22-25_k,CC0 1.0,
914,0822_23-25,CC0 1.0,
915,0822_24-25_a,CC0 1.0,
916,0822_24-25_b,CC0 1.0,
917,0822_24-25_c,CC0 1.0,
918,0822_25-25,CC0 1.0,
919,0823,Copyright Status Not Evaluated,
920,0824,CC0 1.0,
921,0825,CC0 1.0,
922,0826,CC0 1.0,
923,0827,CC0 1.0,
924,0828,CC0 1.0,
925,0829,CC0 1.0,
926,0830,CC0 1.0,
927,0832,CC0 1.0,
928,0833,CC0 1.0,
929,0834,CC0 1.0,
930,0835,CC0 1.0,
931,0836,CC0 1.0,
932,0837,CC0 1.0,
933,0838,CC0 1.0,
934,0839,CC0 1.0,
935,0840,CC0 1.0,
936,0841,CC0 1.0,
937,0842,CC0 1.0,
938,0843,CC0 1.0,
939,0844,CC0 1.0,
940,0845,CC0 1.0,
941,0846,CC0 1.0,
942,0847,CC0 1.0,
943,0848,CC0 1.0,
944,0849,CC0 1.0,
945,0850,CC0 1.0,
946,0851,CC0 1.0,
947,0852,CC0 1.0,
948,0853,CC0 1.0,
949,0854,CC0 1.0,
950,0855,CC0 1.0,
951,0856,CC0 1.0,
952,0857,CC0 1.0,
953,0859,Copyright Status Not Evaluated,
954,0860_ROOD,CC0 1.0,
955,0861,CC0 1.0,
956,0862,CC0 1.0,
957,0863,CC0 1.0,
958,0864,CC0 1.0,
959,0865,CC0 1.0,
960,0866,CC0 1.0,
961,0867,CC0 1.0,
962,0868,CC0 1.0,
963,0869,CC0 1.0,
964,0870,CC0 1.0,
965,0871,CC0 1.0,
966,0872,CC0 1.0,
967,0873,CC0 1.0,
968,0874,CC0 1.0,
969,0875,CC0 1.0,
970,0876,CC0 1.0,
971,0877,CC0 1.0,
972,0878,CC0 1.0,
973,0879,CC0 1.0,
974,0880,CC0 1.0,
975,0881,CC0 1.0,
976,0882,CC0 1.0,
977,0883,CC0 1.0,
978,0884,CC0 1.0,
979,0885,CC0 1.0,
980,0886,CC0 1.0,
981,0887,CC0 1.0,
982,0888,CC0 1.0,
983,0889_0-3,CC BY-NC-ND 4.0,Richard De Meyer
984,0889_1-3,CC BY-NC-ND 4.0,Richard De Meyer
985,0889_2-3,CC BY-NC-ND 4.0,Richard De Meyer
986,0889_3-3,CC BY-NC-ND 4.0,Richard De Meyer
987,0890,CC0 1.0,
988,0891,CC0 1.0,
989,0892,CC0 1.0,
990,0893,CC0 1.0,
991,0894,CC0 1.0,
992,0895,CC0 1.0,
993,0896,CC0 1.0,
994,0897,CC0 1.0,
995,0898,CC0 1.0,
996,0899,CC0 1.0,
997,0900,CC0 1.0,
998,0901,CC0 1.0,
999,0902,CC0 1.0,
1000,0903,CC0 1.0,
1001,0904_ROOD,CC0 1.0,
1002,0905,In Copyright,Rik Gerard
1003,0906_0,CC0 1.0,
1004,0906_1,CC0 1.0,
1005,0906_2,CC0 1.0,
1006,0907,CC0 1.0,
1007,0908,CC0 1.0,
1008,0909,CC0 1.0,
1009,0910,CC0 1.0,
1010,0911,CC0 1.0,
1011,0912,CC0 1.0,
1012,0913,CC0 1.0,
1013,0914_0-4,CC0 1.0,
1014,0914_1-4,CC0 1.0,
1015,0914_2-4,CC0 1.0,
1016,0914_3-4,CC0 1.0,
1017,0914_4-4,CC0 1.0,
1018,0915,CC0 1.0,
1019,0916_0,CC0 1.0,
1020,0916_1,CC0 1.0,
1021,0916_2,CC0 1.0,
1022,0917_0-2,CC0 1.0,
1023,0917_1-2,CC0 1.0,
1024,0917_2-2,CC0 1.0,
1025,0918,CC0 1.0,
1026,0919,CC0 1.0,
1027,0920,CC0 1.0,
1028,0921,CC0 1.0,
1029,0922_0-2,Copyright Status Not Evaluated,
1030,0922_1-2,Copyright Status Not Evaluated,
1031,0922_2-2,Copyright Status Not Evaluated,
1032,0923,CC0 1.0,
1033,0924,CC0 1.0,
1034,0925,CC0 1.0,
1035,0926,CC0 1.0,
1036,0927,CC0 1.0,
1037,0928,CC0 1.0,
1038,0929,CC0 1.0,
1039,0930,Copyright Status Not Evaluated,
1040,0931,CC0 1.0,
1041,0932,CC0 1.0,
1042,0933,Copyright Status Not Evaluated,
1043,0934,CC BY-NC-ND 4.0,Jules Boulez
1044,0935,CC BY-NC-ND 4.0,Jules Boulez
1045,0936,CC0 1.0,
1046,0937,CC BY-NC-ND 4.0,Jules Boulez
1047,0938,CC BY-NC-ND 4.0,Jules Boulez
1048,0939,CC0 1.0,
1049,0940,CC0 1.0,
1050,0941,Copyright Status Not Evaluated,
1051,0942,Copyright Status Not Evaluated,
1052,0943_0-2,CC0 1.0,
1053,0943_1-2,CC0 1.0,
1054,0943_2-2,CC0 1.0,
1055,0944_ROOD,CC0 1.0,
1056,0945,Copyright Status Not Evaluated,
1057,0946,CC0 1.0,
1058,0947,CC0 1.0,
1059,0948_ROOD,CC0 1.0,
1060,0949,CC0 1.0,
1061,0950,CC0 1.0,
1062,0951,CC0 1.0,
1063,0952,CC0 1.0,
1064,0953,CC0 1.0,
1065,0954,CC0 1.0,
1066,0955,CC0 1.0,
1067,0956,CC0 1.0,
1068,0957,CC0 1.0,
1069,0958,CC0 1.0,
1070,0959,CC0 1.0,
1071,0960,CC0 1.0,
1072,0961,CC0 1.0,
1073,0962,CC0 1.0,
1074,0963,CC0 1.0,
1075,0964,CC0 1.0,
1076,0965,CC0 1.0,
1077,0966,CC0 1.0,
1078,0967,CC0 1.0,
1079,0968,CC0 1.0,
1080,0969,CC0 1.0,
1081,0970,CC0 1.0,
1082,0971,CC0 1.0,
1083,0972,CC0 1.0,
1084,0973,CC0 1.0,
1085,0974,CC0 1.0,
1086,0975,CC0 1.0,
1087,0976,CC0 1.0,
1088,0977,CC0 1.0,
1089,0978,CC0 1.0,
1090,0979,CC0 1.0,
1091,0980,CC0 1.0,
1092,0981,CC0 1.0,
1093,0982,CC0 1.0,
1094,0983,CC0 1.0,
1095,0984,CC0 1.0,
1096,0985,CC0 1.0,
1097,0986,CC0 1.0,
1098,0987,CC0 1.0,
1099,0988,CC0 1.0,
1100,0989,In Copyright,Achiel Carolus François
1101,0990,Copyright Status Not Evaluated,
1102,0991,CC0 1.0,
1103,0992,Copyright Status Not Evaluated,
1104,0993,CC0 1.0,
1105,0994,CC0 1.0,
1106,0995,CC0 1.0,
1107,0996_ROOD,CC0 1.0,
1108,0997_ROOD,CC0 1.0,
1109,0998,Copyright Status Not Evaluated,
1110,0999,Copyright Status Not Evaluated,
1111,1000,CC0 1.0,
1112,1001,CC0 1.0,
1113,1002,CC0 1.0,
1114,1003,CC0 1.0,
1115,1005,CC0 1.0,
1116,1006_0-4,CC0 1.0,
1117,1006_1-4,CC0 1.0,
1118,1006_2-4,CC0 1.0,
1119,1006_3-4,CC0 1.0,
1120,1006_4-4,CC0 1.0,
1121,1007_0-2,CC0 1.0,
1122,1007_1-2,CC0 1.0,
1123,1007_2-2,CC0 1.0,
1124,1008,CC0 1.0,
1125,1009,CC0 1.0,
1126,1010,CC0 1.0,
1127,1011,CC0 1.0,
1128,1012_0-2,CC0 1.0,
1129,1012_1-2,CC0 1.0,
1130,1012_2-2,CC0 1.0,
1131,1013,CC0 1.0,
1132,1014_0-2,CC0 1.0,
1133,1014_1-2,CC0 1.0,
1134,1014_2-2,CC0 1.0,
1135,1015,CC0 1.0,
1136,1016_0-2,CC0 1.0,
1137,1016_1-2,CC0 1.0,
1138,1016_2-2,CC0 1.0,
1139,1017_0-9,CC0 1.0,
1140,1017_1-9,CC0 1.0,
1141,1017_2-9,CC0 1.0,
1142,1017_3-9,CC0 1.0,
1143,1017_4-9,CC0 1.0,
1144,1017_5-9,CC0 1.0,
1145,1017_6-9,CC0 1.0,
1146,1017_7-9,CC0 1.0,
1147,1017_8-9,CC0 1.0,
1148,1017_9-9,CC0 1.0,
1149,1018,CC0 1.0,
1150,1019,CC0 1.0,
1151,1020_0-2,CC0 1.0,
1152,1020_1-2,CC0 1.0,
1153,1020_2-2,CC0 1.0,
1154,1021_0-2,CC0 1.0,
1155,1021_1-2,CC0 1.0,
1156,1021_2-2,CC0 1.0,
1157,1022,CC0 1.0,
1158,1023,CC0 1.0,
1159,1024_0-5,CC0 1.0,
1160,1024_1-5,CC0 1.0,
1161,1024_2-5,CC0 1.0,
1162,1024_3-5,CC0 1.0,
1163,1024_4-5,CC0 1.0,
1164,1024_5-5,CC0 1.0,
1165,1025,CC0 1.0,
1166,1026,CC0 1.0,
1167,1027,CC0 1.0,
1168,1028,CC0 1.0,
1169,1029,CC0 1.0,
1170,1030_0-2,CC0 1.0,
1171,1030_1-2,CC0 1.0,
1172,1030_2-2,CC0 1.0,
1173,1031,CC0 1.0,
1174,1032_0-5,CC0 1.0,
1175,1032_1-5,CC0 1.0,
1176,1032_2-5,CC0 1.0,
1177,1032_3-5,CC0 1.0,
1178,1032_4-5,CC0 1.0,
1179,1032_5-5,CC0 1.0,
1180,1033_0-2,CC0 1.0,
1181,1033_1-2,CC0 1.0,
1182,1033_2-2,CC0 1.0,
1183,1034,CC0 1.0,
1184,1035,CC0 1.0,
1185,1036,CC0 1.0,
1186,1037,CC0 1.0,
1187,1038_0-2,CC0 1.0,
1188,1038_1-2,CC0 1.0,
1189,1038_2-2,CC0 1.0,
1190,1039_0-2,CC0 1.0,
1191,1039_1-2,CC0 1.0,
1192,1039_2-2,CC0 1.0,
1193,1040,CC0 1.0,
1194,1041,CC0 1.0,
1195,1042_0-3,CC0 1.0,
1196,1042_1-3,CC0 1.0,
1197,1042_2-3,CC0 1.0,
1198,1042_3-3,CC0 1.0,
1199,1043_0-3,CC0 1.0,
1200,1043_1-3,CC0 1.0,
1201,1043_2-3,CC0 1.0,
1202,1043_3-3,CC0 1.0,
1203,1044_0-2,CC0 1.0,
1204,1044_1-2,CC0 1.0,
1205,1044_2-2,CC0 1.0,
1206,1045,CC0 1.0,
1207,1046,CC0 1.0,
1208,1047,Copyright Status Not Evaluated,
1209,1048_0-2,CC0 1.0,
1210,1048_1-2,CC0 1.0,
1211,1048_2-2,CC0 1.0,
1212,1049_0-2,CC0 1.0,
1213,1049_1-2,CC0 1.0,
1214,1049_2-2,CC0 1.0,
1215,1050_0-2,CC0 1.0,
1216,1050_1-2,CC0 1.0,
1217,1050_2-2,CC0 1.0,
1218,1051_0-3,CC0 1.0,
1219,1051_1-3,CC0 1.0,
1220,1051_2-3,CC0 1.0,
1221,1051_3-3,CC0 1.0,
1222,1052_0-2,CC0 1.0,
1223,1052_1-2,CC0 1.0,
1224,1052_2-2,CC0 1.0,
1225,1053,Copyright Status Not Evaluated,
1226,1054,Copyright Status Not Evaluated,
1227,1055,Copyright Status Not Evaluated,
1228,1057,CC0 1.0,
1229,1058,CC0 1.0,
1230,1064,Copyright Status Not Evaluated,
1231,1065,Copyright Status Not Evaluated,
1232,1067,CC0 1.0,
1233,1068_0-2,CC0 1.0,
1234,1068_1-2,CC0 1.0,
1235,1068_2-2,CC0 1.0,
1236,1069,CC0 1.0,
1237,1070_0-2,CC0 1.0,
1238,1070_1-2,CC0 1.0,
1239,1070_2-2,CC0 1.0,
1240,1071_00-12,CC0 1.0,
1241,1071_01-12,CC0 1.0,
1242,1071_02-12,CC0 1.0,
1243,1071_03-12,CC0 1.0,
1244,1071_04-12,CC0 1.0,
1245,1071_05-12,CC0 1.0,
1246,1071_06-12,CC0 1.0,
1247,1071_07-12,CC0 1.0,
1248,1071_08-12,CC0 1.0,
1249,1071_09-12,CC0 1.0,
1250,1071_10-12,CC0 1.0,
1251,1071_11-12,CC0 1.0,
1252,1071_12-12,CC0 1.0,
1253,1072_0-5,CC0 1.0,
1254,1072_1-5,CC0 1.0,
1255,1072_2-5,CC0 1.0,
1256,1072_3-5,CC0 1.0,
1257,1072_4-5,CC0 1.0,
1258,1072_5-5,CC0 1.0,
1259,1075,CC0 1.0,
1260,1076,CC0 1.0,
1261,1077,CC0 1.0,
1262,1078_0-2,CC0 1.0,
1263,1078_1-2,CC0 1.0,
1264,1078_2-2,CC0 1.0,
1265,1079_0-2,CC0 1.0,
1266,1079_1-2,CC0 1.0,
1267,1079_2-2,CC0 1.0,
1268,1080_0-2,CC0 1.0,
1269,1080_1-2,CC0 1.0,
1270,1080_2-2,CC0 1.0,
1271,1081,CC0 1.0,
1272,1082_0-2,CC0 1.0,
1273,1082_1-2,CC0 1.0,
1274,1082_2-2,CC0 1.0,
1275,1083,CC0 1.0,
1276,1084_0-2,CC0 1.0,
1277,1084_1-2,CC0 1.0,
1278,1084_2-2,CC0 1.0,
1279,1085,CC0 1.0,
1280,1086_0-2,CC0 1.0,
1281,1086_1-2,CC0 1.0,
1282,1086_2-2,CC0 1.0,
1283,1087,CC0 1.0,
1284,1088,CC0 1.0,
1285,1089,CC0 1.0,
1286,1090_0-2,CC0 1.0,
1287,1090_1-2,CC0 1.0,
1288,1090_2-2,CC0 1.0,
1289,1091_0-2,CC0 1.0,
1290,1091_1-2,CC0 1.0,
1291,1091_2-2,CC0 1.0,
1292,1095,CC0 1.0,
1293,1096,CC0 1.0,
1294,1097,CC0 1.0,
1295,1098_0-8,CC0 1.0,
1296,1098_1-8,CC0 1.0,
1297,1098_2-8,CC0 1.0,
1298,1098_3-8,CC0 1.0,
1299,1098_4-8,CC0 1.0,
1300,1098_5-8,CC0 1.0,
1301,1098_6-8,CC0 1.0,
1302,1098_7-8,CC0 1.0,
1303,1098_8-8,CC0 1.0,
1304,1099_0-2,CC0 1.0,
1305,1099_1-2,CC0 1.0,
1306,1099_2-2,CC0 1.0,
1307,1100,CC0 1.0,
1308,1101,CC0 1.0,
1309,1102,Copyright Status Not Evaluated,
1310,1103,CC0 1.0,
1311,1104,Copyright Status Not Evaluated,
1312,1105_0-3,CC0 1.0,
1313,1105_1-3,CC0 1.0,
1314,1105_2-3,CC0 1.0,
1315,1105_3-3,CC0 1.0,
1316,1106_0-2,CC0 1.0,
1317,1106_1-2,CC0 1.0,
1318,1106_2-2,CC0 1.0,
1319,1107,Copyright Status Not Evaluated,
1320,1108,CC0 1.0,
1321,1109,CC0 1.0,
1322,1110_0-2,CC0 1.0,
1323,1110_1-2,CC0 1.0,
1324,1110_2-2,CC0 1.0,
1325,1111,Copyright Status Not Evaluated,
1326,1112_0-2,CC0 1.0,
1327,1112_1-2,CC0 1.0,
1328,1112_2-2,CC0 1.0,
1329,1113,CC0 1.0,
1330,1114,CC0 1.0,
1331,1115,CC0 1.0,
1332,1116,CC0 1.0,
1333,1117,CC0 1.0,
1334,1118,CC0 1.0,
1335,1119,CC0 1.0,
1336,1120_0-2,CC0 1.0,
1337,1120_1-2,CC0 1.0,
1338,1120_2-2,CC0 1.0,
1339,1121_0-2,Copyright Status Not Evaluated,
1340,1121_1-2,Copyright Status Not Evaluated,
1341,1121_2-2,Copyright Status Not Evaluated,
1342,1122,Copyright Status Not Evaluated,
1343,1123,CC0 1.0,
1344,1124,CC0 1.0,
1345,1125,CC0 1.0,
1346,1127,CC0 1.0,
1347,1129,CC0 1.0,
1348,1130,Copyright Status Not Evaluated,
1349,1131,CC0 1.0,
1350,1132_0-2,CC0 1.0,
1351,1132_1-2,CC0 1.0,
1352,1132_2-2,CC0 1.0,
1353,1133_0-3,CC0 1.0,
1354,1133_1-3,CC0 1.0,
1355,1133_2-3,CC0 1.0,
1356,1133_3-3,CC0 1.0,
1357,1134_0-2,CC0 1.0,
1358,1134_1-2,CC0 1.0,
1359,1134_2-2,CC0 1.0,
1360,1136_0-3,CC0 1.0,
1361,1136_1-3,CC0 1.0,
1362,1136_2-3,CC0 1.0,
1363,1136_3-3,CC0 1.0,
1364,1138,CC0 1.0,
1365,1139_0-3,Copyright Status Not Evaluated,
1366,1139_1-3,Copyright Status Not Evaluated,
1367,1139_2-3,Copyright Status Not Evaluated,
1368,1139_3-3,Copyright Status Not Evaluated,
1369,1140,Copyright Status Not Evaluated,
1370,1141,CC0 1.0,
1371,1142,Copyright Status Not Evaluated,
1372,1143,CC0 1.0,
1373,1145_0-2,CC0 1.0,
1374,1145_1-2,CC0 1.0,
1375,1145_2-2,CC0 1.0,
1376,1146,Copyright Status Not Evaluated,
1377,1147_0-3,Copyright Status Not Evaluated,
1378,1147_1-3,Copyright Status Not Evaluated,
1379,1147_2-3,Copyright Status Not Evaluated,
1380,1147_3-3,Copyright Status Not Evaluated,
1381,1148_0-8,CC0 1.0,
1382,1148_1-8,CC0 1.0,
1383,1148_2-8,CC0 1.0,
1384,1148_3-8,CC0 1.0,
1385,1148_4-8,CC0 1.0,
1386,1148_5-8,CC0 1.0,
1387,1148_6-8,CC0 1.0,
1388,1148_7-8,CC0 1.0,
1389,1148_8-8,CC0 1.0,
1390,1149_0-5,Copyright Status Not Evaluated,
1391,1149_1-5,Copyright Status Not Evaluated,
1392,1149_2-5,Copyright Status Not Evaluated,
1393,1149_3-5,Copyright Status Not Evaluated,
1394,1149_4-5,Copyright Status Not Evaluated,
1395,1149_5-5,Copyright Status Not Evaluated,
1396,1150_0-4,CC0 1.0,
1397,1150_1-4,CC0 1.0,
1398,1150_2-4,CC0 1.0,
1399,1150_3-4,CC0 1.0,
1400,1150_4-4,CC0 1.0,
1401,1151_0-4,Copyright Status Not Evaluated,
1402,1151_1-4,Copyright Status Not Evaluated,
1403,1151_2-4,Copyright Status Not Evaluated,
1404,1151_3-4,Copyright Status Not Evaluated,
1405,1151_4-4,Copyright Status Not Evaluated,
1406,1152,Copyright Status Not Evaluated,
1407,1153_0-2,Copyright Status Not Evaluated,
1408,1153_1-2,Copyright Status Not Evaluated,
1409,1153_2-2,Copyright Status Not Evaluated,
1410,1154_0-4,CC0 1.0,
1411,1154_1-4,CC0 1.0,
1412,1154_2-4,CC0 1.0,
1413,1154_3-4,CC0 1.0,
1414,1154_4-4,CC0 1.0,
1415,1155_0-2,CC0 1.0,
1416,1155_1-2,CC0 1.0,
1417,1155_2-2,CC0 1.0,
1418,1156_0-2,CC0 1.0,
1419,1156_1-2,CC0 1.0,
1420,1156_2-2,CC0 1.0,
1421,1157_0-2,CC0 1.0,
1422,1157_1-2,Copyright Status Not Evaluated,
1423,1157_2-2,CC0 1.0,
1424,1158_0-2,Copyright Status Not Evaluated,
1425,1158_1-2,Copyright Status Not Evaluated,
1426,1158_2-2,Copyright Status Not Evaluated,
1427,1159_0-2,CC0 1.0,
1428,1159_1-2,CC0 1.0,
1429,1159_2-2,CC0 1.0,
1430,1160_0-2,Copyright Status Not Evaluated,
1431,1160_1-2,Copyright Status Not Evaluated,
1432,1160_2-2,Copyright Status Not Evaluated,
1433,1161_0-5,Copyright Status Not Evaluated,
1434,1161_1-5,Copyright Status Not Evaluated,
1435,1161_2-5,Copyright Status Not Evaluated,
1436,1161_3-5,Copyright Status Not Evaluated,
1437,1161_4-5,Copyright Status Not Evaluated,
1438,1161_5-5,Copyright Status Not Evaluated,
1439,1162_0-8,CC0 1.0,
1440,1162_1-8,CC0 1.0,
1441,1162_2-8,CC0 1.0,
1442,1162_3-8,CC0 1.0,
1443,1162_4-8,CC0 1.0,
1444,1162_5-8,CC0 1.0,
1445,1162_6-8,CC0 1.0,
1446,1162_7-8,CC0 1.0,
1447,1162_8-8,CC0 1.0,
1448,1163,CC0 1.0,
1449,1164,CC0 1.0,
1450,1165,Copyright Status Not Evaluated,
1451,1166,Copyright Status Not Evaluated,
1452,1167_0-2,CC0 1.0,
1453,1167_1-2,CC0 1.0,
1454,1167_2-2,CC0 1.0,
1455,1168,Copyright Status Not Evaluated,
1456,1169,Copyright Status Not Evaluated,
1457,1170,Copyright Status Not Evaluated,
1458,1171,CC0 1.0,
1459,1172,CC0 1.0,
1460,1173,CC0 1.0,
1461,1174,CC0 1.0,
1462,1175_0-2,CC0 1.0,
1463,1175_1-2,CC0 1.0,
1464,1175_2-2,CC0 1.0,
1465,1176,CC0 1.0,
1466,1178,Copyright Status Not Evaluated,
1467,1179,CC0 1.0,
1468,1180_0-2,Copyright Status Not Evaluated,
1469,1180_1-2,Copyright Status Not Evaluated,
1470,1180_2-2,Copyright Status Not Evaluated,
1471,1181,CC0 1.0,
1472,1182,Copyright Status Not Evaluated,
1473,1183,Copyright Status Not Evaluated,
1474,1184,Copyright Status Not Evaluated,
1475,1185,CC0 1.0,
1476,1186,CC0 1.0,
1477,1187,CC0 1.0,
1478,1188,Copyright Status Not Evaluated,
1479,1189,CC0 1.0,
1480,1190,CC0 1.0,
1481,1191,CC0 1.0,
1482,1192,CC0 1.0,
1483,1193,CC0 1.0,
1484,1194,CC0 1.0,
1485,1196,CC0 1.0,
1486,1197,CC0 1.0,
1487,1198,CC0 1.0,
1488,1199,CC0 1.0,
1489,1200,Copyright Status Not Evaluated,
1490,1201,Copyright Status Not Evaluated,
1491,1202,CC0 1.0,
1492,1203,CC0 1.0,
1493,1204,CC0 1.0,
1494,1205,CC0 1.0,
1495,1206,CC0 1.0,
1496,1209,Copyright Status Not Evaluated,
1497,1210,Copyright Status Not Evaluated,
1498,1211,CC0 1.0,
1499,1212,Copyright Status Not Evaluated,
1500,1213,CC0 1.0,
1501,1214_0-2,Copyright Status Not Evaluated,
1502,1214_1-2,Copyright Status Not Evaluated,
1503,1214_2-2,Copyright Status Not Evaluated,
1504,1215_0-2,CC0 1.0,
1505,1215_1-2,CC0 1.0,
1506,1215_2-2,CC0 1.0,
1507,1216_0-2,Copyright Status Not Evaluated,
1508,1216_1-2,Copyright Status Not Evaluated,
1509,1216_2-2,Copyright Status Not Evaluated,
1510,1217,Copyright Status Not Evaluated,
1511,1218,Copyright Status Not Evaluated,
1512,1221_0-2,Copyright Status Not Evaluated,
1513,1221_1-2,Copyright Status Not Evaluated,
1514,1221_2-2,Copyright Status Not Evaluated,
1515,1222_0-2,Copyright Status Not Evaluated,
1516,1222_1-2,Copyright Status Not Evaluated,
1517,1222_2-2,Copyright Status Not Evaluated,
1518,1223_0-2,Copyright Status Not Evaluated,
1519,1223_1-2,Copyright Status Not Evaluated,
1520,1223_2-2,Copyright Status Not Evaluated,
1521,1224,Copyright Status Not Evaluated,
1522,1225_00-33,Copyright Status Not Evaluated,
1523,1225_01-33,Copyright Status Not Evaluated,
1524,1225_02-33,Copyright Status Not Evaluated,
1525,1225_03-33,Copyright Status Not Evaluated,
1526,1225_04-33,Copyright Status Not Evaluated,
1527,1225_05-33,Copyright Status Not Evaluated,
1528,1225_06-33,Copyright Status Not Evaluated,
1529,1225_07-33,Copyright Status Not Evaluated,
1530,1225_08-33,Copyright Status Not Evaluated,
1531,1225_09-33,Copyright Status Not Evaluated,
1532,1225_10-33,Copyright Status Not Evaluated,
1533,1225_11-33,Copyright Status Not Evaluated,
1534,1225_12-33,Copyright Status Not Evaluated,
1535,1225_13-33,Copyright Status Not Evaluated,
1536,1225_14-33,Copyright Status Not Evaluated,
1537,1225_15-33,Copyright Status Not Evaluated,
1538,1225_16-33,Copyright Status Not Evaluated,
1539,1225_17-33,Copyright Status Not Evaluated,
1540,1225_18-33,Copyright Status Not Evaluated,
1541,1225_19-33,Copyright Status Not Evaluated,
1542,1225_20-33,Copyright Status Not Evaluated,
1543,1225_21-33,Copyright Status Not Evaluated,
1544,1225_22-33,Copyright Status Not Evaluated,
1545,1225_23-33,Copyright Status Not Evaluated,
1546,1225_24-33,Copyright Status Not Evaluated,
1547,1225_25-33,Copyright Status Not Evaluated,
1548,1225_26-33,Copyright Status Not Evaluated,
1549,1225_27-33,Copyright Status Not Evaluated,
1550,1225_28-33,Copyright Status Not Evaluated,
1551,1225_29-33,Copyright Status Not Evaluated,
1552,1225_30-33,Copyright Status Not Evaluated,
1553,1225_31-33,Copyright Status Not Evaluated,
1554,1225_32-33,Copyright Status Not Evaluated,
1555,1225_33-33,Copyright Status Not Evaluated,
1556,1226,Copyright Status Not Evaluated,
1557,1227_0-2,Copyright Status Not Evaluated,
1558,1227_1-2,Copyright Status Not Evaluated,
1559,1227_2-2,Copyright Status Not Evaluated,
1560,1228_0-3,Copyright Status Not Evaluated,
1561,1228_1-3,Copyright Status Not Evaluated,
1562,1228_2-3,Copyright Status Not Evaluated,
1563,1228_3-3,Copyright Status Not Evaluated,
1564,1229,Copyright Status Not Evaluated,
1565,1230,Copyright Status Not Evaluated,
1566,1231,Copyright Status Not Evaluated,
1567,1232,Copyright Status Not Evaluated,
1568,1233_0-2,Copyright Status Not Evaluated,
1569,1233_1-2,Copyright Status Not Evaluated,
1570,1233_2-2,Copyright Status Not Evaluated,
1571,1234,Copyright Status Not Evaluated,
1572,1235_0-2,Copyright Status Not Evaluated,
1573,1235_1-2,Copyright Status Not Evaluated,
1574,1235_2-2,Copyright Status Not Evaluated,
